Domain Code,Domain,Area Code (FAO),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OE","Employment Indicators","100","India","21158","Share of females in total employment in agriculture, forestry and fishing","31","Female","2005","2005","3022","Household survey","%","34.665142","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","31","Female","2005","2005","3022","Household survey","%","99.280159","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","31","Female","2005","2005","3022","Household survey","%","0.502776","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","31","Female","2005","2005","3022","Household survey","%","0.21707","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","31","Female","2005","2005","3022","Household survey","%","4.761211","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","31","Female","2005","2005","3022","Household survey","%","20.505323","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2005","2005","3043","ILO - ILO Modelled Estimates","%","71.1","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","31","Female","2005","2005","3022","Household survey","%","35.92","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","31","Female","2005","2005","3022","Household survey","%","25.29","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","31","Female","2005","2005","3022","Household survey","%","43.98","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","31","Female","2005","2005","3022","Household survey","%","34.69","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","31","Female","2005","2005","3022","Household survey","%","13.48","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2006","2006","3043","ILO - ILO Modelled Estimates","%","70.3","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2007","2007","3043","ILO - ILO Modelled Estimates","%","69.6","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2008","2008","3043","ILO - ILO Modelled Estimates","%","68.8","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2009","2009","3043","ILO - ILO Modelled Estimates","%","67.9","X","International reliable sources",""
"OE","Employment Indicators","100","India","21155","Share of employment in agriculture, forestry and fishing in total employment","31","Female","2010","2010","3022","Household survey","%","66.799995","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21158","Share of females in total employment in agriculture, forestry and fishing","31","Female","2010","2010","3022","Household survey","%","30.867693","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","31","Female","2010","2010","3022","Household survey","%","99.654991","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","31","Female","2010","2010","3022","Household survey","%","0.149569","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","31","Female","2010","2010","3022","Household survey","%","0.195443","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","31","Female","2010","2010","3022","Household survey","%","2.80009","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","31","Female","2010","2010","3022","Household survey","%","17.078571","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2010","2010","3043","ILO - ILO Modelled Estimates","%","67","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","31","Female","2010","2010","3022","Household survey","%","29.04","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","31","Female","2010","2010","3022","Household survey","%","17.99","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","31","Female","2010","2010","3022","Household survey","%","35.73","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","31","Female","2010","2010","3022","Household survey","%","29.92","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","31","Female","2010","2010","3022","Household survey","%","13.91","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2011","2011","3043","ILO - ILO Modelled Estimates","%","63.6","X","International reliable sources",""
"OE","Employment Indicators","100","India","21158","Share of females in total employment in agriculture, forestry and fishing","31","Female","2012","2012","3022","Household survey","%","28.116163","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","31","Female","2012","2012","3022","Household survey","%","99.532242","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","31","Female","2012","2012","3022","Household survey","%","0.155044","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","31","Female","2012","2012","3022","Household survey","%","0.312716","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","31","Female","2012","2012","3022","Household survey","%","3.376006","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","31","Female","2012","2012","3022","Household survey","%","27.98315","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2012","2012","3043","ILO - ILO Modelled Estimates","%","60","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","31","Female","2012","2012","3022","Household survey","%","24.98","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","31","Female","2012","2012","3022","Household survey","%","14.11","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","31","Female","2012","2012","3022","Household survey","%","31.36","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","31","Female","2012","2012","3022","Household survey","%","26.47","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","31","Female","2012","2012","3022","Household survey","%","11.06","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2013","2013","3043","ILO - ILO Modelled Estimates","%","59.4","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2014","2014","3043","ILO - ILO Modelled Estimates","%","58.7","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2015","2015","3043","ILO - ILO Modelled Estimates","%","57.9","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2016","2016","3043","ILO - ILO Modelled Estimates","%","57.1","X","International reliable sources",""
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2017","2017","3043","ILO - ILO Modelled Estimates","%","56.3","X","International reliable sources",""
"OE","Employment Indicators","100","India","21155","Share of employment in agriculture, forestry and fishing in total employment","31","Female","2018","2018","3023","Labour force survey","%","55.5","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21158","Share of females in total employment in agriculture, forestry and fishing","31","Female","2018","2018","3023","Labour force survey","%","27.533182","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","31","Female","2018","2018","3023","Labour force survey","%","99.694954","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","31","Female","2018","2018","3023","Labour force survey","%","0.174838","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","31","Female","2018","2018","3023","Labour force survey","%","0.130206","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","31","Female","2018","2018","3023","Labour force survey","%","3.461127","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","31","Female","2018","2018","3023","Labour force survey","%","31.17412","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2018","2018","3043","ILO - ILO Modelled Estimates","%","55.5","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","31","Female","2018","2018","3023","Labour force survey","%","20.87","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","31","Female","2018","2018","3023","Labour force survey","%","7.69","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","31","Female","2018","2018","3023","Labour force survey","%","28.87","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","31","Female","2018","2018","3023","Labour force survey","%","21.21","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","31","Female","2018","2018","3023","Labour force survey","%","6.69","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21155","Share of employment in agriculture, forestry and fishing in total employment","31","Female","2019","2019","3023","Labour force survey","%","53.2","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21158","Share of females in total employment in agriculture, forestry and fishing","31","Female","2019","2019","3023","Labour force survey","%","28.599176","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","31","Female","2019","2019","3023","Labour force survey","%","99.498604","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","31","Female","2019","2019","3023","Labour force survey","%","0.26792","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","31","Female","2019","2019","3023","Labour force survey","%","0.233473","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21152","Share of employees in agriculture, forestry and fishing in total employees","31","Female","2019","2019","3023","Labour force survey","%","2.839653","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21157","Share of female employees in total employees in agriculture, forestry and fishing","31","Female","2019","2019","3023","Labour force survey","%","29.724201","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21156","Share of employment in agriculture, forestry and fishing in total employment - ILO Modelled Estimates","31","Female","2019","2019","3043","ILO - ILO Modelled Estimates","%","54.7","X","International reliable sources",""
"OE","Employment Indicators","100","India","21069","Employment-to-population ratio by age, total (15+), rural areas","31","Female","2019","2019","3023","Labour force survey","%","21.89","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21103","Employment-to-population ratio by age, 15 to 24, rural areas","31","Female","2019","2019","3023","Labour force survey","%","7.67","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21104","Employment-to-population ratio by age, 25 to 54, rural areas","31","Female","2019","2019","3023","Labour force survey","%","29.96","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21105","Employment-to-population ratio by age, 55 to 64, rural areas","31","Female","2019","2019","3023","Labour force survey","%","23.41","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21101","Employment-to-population ratio by age, 65+, rural areas","31","Female","2019","2019","3023","Labour force survey","%","8.14","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21126","Share of employment in crop and animal production, hunting and related service activities","31","Female","2020","2020","3023","Labour force survey","%","99.750992","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21114","Share of employment in forestry and logging","31","Female","2020","2020","3023","Labour force survey","%","0.08415","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21118","Share of employment in fishing and aquaculture","31","Female","2020","2020","3023","Labour force survey","%","0.164855","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21150","Mean weekly hours actually worked per employed person in agriculture, forestry and fishing","32","Female","2018","2018","3023","Labour force survey","Number","34.58","X","International reliable sources","Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21151","Mean weekly hours actually worked per employee in agriculture, forestry and fishing","32","Female","2018","2018","3023","Labour force survey","Number","50.42","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21150","Mean weekly hours actually worked per employed person in agriculture, forestry and fishing","32","Female","2019","2019","3023","Labour force survey","Number","33.39","X","International reliable sources","Job coverage: Main job currently held Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21151","Mean weekly hours actually worked per employee in agriculture, forestry and fishing","32","Female","2019","2019","3023","Labour force survey","Number","52.94","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21066","Employment in agriculture, forestry and fishing by age, total (15+)","33","Female","2000","2000","3022","Household survey","1000 persons","64274.387","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21088","Employment in agriculture, forestry and fishing by age, 15 to 24","33","Female","2000","2000","3022","Household survey","1000 persons","13326.601","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21089","Employment in agriculture, forestry and fishing by age, 25 to 54","33","Female","2000","2000","3022","Household survey","1000 persons","44054.913","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21090","Employment in agriculture, forestry and fishing by age, 55 to 64","33","Female","2000","2000","3022","Household survey","1000 persons","5395.915","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21086","Employment in agriculture, forestry and fishing by age, 65+","33","Female","2000","2000","3022","Household survey","1000 persons","1496.959","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21091","Employment in agriculture, forestry and fishing by status of employment, total","33","Female","2000","2000","3022","Household survey","1000 persons","64274.387","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21100","Employment in agriculture, forestry and fishing by status of employment, employees","33","Female","2000","2000","3022","Household survey","1000 persons","634.281","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","33","Female","2000","2000","3022","Household survey","1000 persons","63640.107","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21111","Employment in crop and animal production, hunting and related service activities","33","Female","2000","2000","3022","Household survey","1000 persons","63942.202","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21093","Employment in forestry and logging","33","Female","2000","2000","3022","Household survey","1000 persons","226.789","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21097","Employment in fishing and aquaculture","33","Female","2000","2000","3022","Household survey","1000 persons","105.396","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","33","Female","2000","2000","3043","ILO - ILO Modelled Estimates","1000 persons","71334.64","X","International reliable sources","Adjusted"
"OE","Employment Indicators","100","India","21087","Employment by age, total (15+), rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","73847.755","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21094","Employment by age, 15 to 24, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","15688.699","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21095","Employment by age, 25 to 54, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","50499.491","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21096","Employment by age, 55 to 64, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","5929.976","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21092","Employment by age, 65+, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","1729.59","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21098","Employment by status of employment, total, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","73847.755","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21108","Employment by status of employment, employees, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","3000.603","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21109","Employment by status of employment, self-employed, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","70847.151","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21072","Labour force participation rate by age, total (15+), rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","35.28","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21122","Labour force participation rate by age, 15 to 24, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","28.16","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21123","Labour force participation rate by age, 25 to 54, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","42.43","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21124","Labour force participation rate by age, 55 to 64, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","30.43","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21117","Labour force participation rate by age, 65+, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","11.73","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21125","Share of employment by status of employment, total, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","100","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21133","Share of employment by status of employment, employees, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","4.1","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21135","Share of employment by status of employment, self-employed, rural areas","33","Female","2000","2000","3022","Household survey","1000 persons","95.9","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","33","Female","2001","2001","3043","ILO - ILO Modelled Estimates","1000 persons","73004.943","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","33","Female","2002","2002","3043","ILO - ILO Modelled Estimates","1000 persons","74727.541","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","33","Female","2003","2003","3043","ILO - ILO Modelled Estimates","1000 persons","76242.197","X","International reliable sources",""
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","33","Female","2004","2004","3043","ILO - ILO Modelled Estimates","1000 persons","77856.138","X","International reliable sources",""
"OE","Employment Indicators","100","India","21066","Employment in agriculture, forestry and fishing by age, total (15+)","33","Female","2005","2005","3022","Household survey","1000 persons","70519.12","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21088","Employment in agriculture, forestry and fishing by age, 15 to 24","33","Female","2005","2005","3022","Household survey","1000 persons","12700.727","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21089","Employment in agriculture, forestry and fishing by age, 25 to 54","33","Female","2005","2005","3022","Household survey","1000 persons","49252.325","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21090","Employment in agriculture, forestry and fishing by age, 55 to 64","33","Female","2005","2005","3022","Household survey","1000 persons","6665.508","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21086","Employment in agriculture, forestry and fishing by age, 65+","33","Female","2005","2005","3022","Household survey","1000 persons","1900.561","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21091","Employment in agriculture, forestry and fishing by status of employment, total","33","Female","2005","2005","3022","Household survey","1000 persons","70519.12","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21100","Employment in agriculture, forestry and fishing by status of employment, employees","33","Female","2005","2005","3022","Household survey","1000 persons","509.529","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21107","Employment in agriculture, forestry and fishing by status of employment, self-employed","33","Female","2005","2005","3022","Household survey","1000 persons","70009.591","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21111","Employment in crop and animal production, hunting and related service activities","33","Female","2005","2005","3022","Household survey","1000 persons","70011.49","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21093","Employment in forestry and logging","33","Female","2005","2005","3022","Household survey","1000 persons","354.553","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21097","Employment in fishing and aquaculture","33","Female","2005","2005","3022","Household survey","1000 persons","153.076","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21144","Employment in agriculture, forestry and fishing - ILO modelled estimates","33","Female","2005","2005","3043","ILO - ILO Modelled Estimates","1000 persons","79504.191","X","International reliable sources","Adjusted"
"OE","Employment Indicators","100","India","21087","Employment by age, total (15+), rural areas","33","Female","2005","2005","3022","Household survey","1000 persons","83748.638","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OE","Employment Indicators","100","India","21094","Employment by age, 15 to 24, rural areas","33","Female","2005","2005","3022","Household survey","1000 persons","16075.05","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
