Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2001","2001","index","71.43","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2002","2002","index","71.95","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2003","2003","index","73.01","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2004","2004","index","75.13","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2005","2005","index","76.74","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2006","2006","index","78.92","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2007","2007","index","80.95","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2008","2008","index","81.55","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2009","2009","index","83","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2010","2010","index","85.44","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2011","2011","index","88.4","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2012","2012","index","90.43","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2013","2013","index","93.02","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2014","2014","index","97.53","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2015","2015","index","98.7","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2016","2016","index","103.77","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2017","2017","index","108.98","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2018","2018","index","114.81","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","951","Milk, whole fresh buffalo","2019","2019","index","113.87","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2000","2000","index","200.47","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2001","2001","index","189.38","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2002","2002","index","179.04","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2003","2003","index","169.24","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2004","2004","index","161.19","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2005","2005","index","153.67","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2006","2006","index","146.65","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2007","2007","index","139.6","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2008","2008","index","133.94","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2009","2009","index","128.6","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2010","2010","index","123.59","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2011","2011","index","118.88","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2012","2012","index","110.58","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2013","2013","index","105.67","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2014","2014","index","105.21","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2015","2015","index","100.86","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2016","2016","index","93.92","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2017","2017","index","88.23","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2018","2018","index","82.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1130","Milk, whole fresh camel","2019","2019","index","76.72","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2000","2000","index","56.24","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2001","2001","index","57.87","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2002","2002","index","57.06","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2003","2003","index","56.71","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2004","2004","index","59.59","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2005","2005","index","62.44","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2006","2006","index","65.05","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2007","2007","index","71.33","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2008","2008","index","74.77","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2009","2009","index","77.26","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2010","2010","index","80.17","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2011","2011","index","83.28","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2012","2012","index","85.16","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2013","2013","index","87.52","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2014","2014","index","92.41","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2015","2015","index","101.32","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2016","2016","index","106.28","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2017","2017","index","112.61","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2018","2018","index","119.7","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","882","Milk, whole fresh cow","2019","2019","index","118.72","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2000","2000","index","74.51","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2001","2001","index","78.5","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2002","2002","index","80.16","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2003","2003","index","80.41","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2004","2004","index","75.47","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2005","2005","index","79.61","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2006","2006","index","78.96","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2007","2007","index","91.29","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2008","2008","index","89.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2009","2009","index","88.42","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2010","2010","index","89.72","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2011","2011","index","92.19","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2012","2012","index","94.26","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2013","2013","index","95.01","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2014","2014","index","96.38","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2015","2015","index","98.94","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2016","2016","index","104.69","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2017","2017","index","111.02","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2018","2018","index","108.68","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","1020","Milk, whole fresh goat","2019","2019","index","95.26","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2000","2000","index","115.31","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2001","2001","index","114.19","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2002","2002","index","113.12","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2003","2003","index","112.11","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2004","2004","index","113.08","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2005","2005","index","114.09","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2006","2006","index","115.16","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2007","2007","index","116.29","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2008","2008","index","113.3","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2009","2009","index","110.44","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2010","2010","index","107.72","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2011","2011","index","105.14","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2012","2012","index","102.42","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2013","2013","index","99.98","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2014","2014","index","98.1","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2015","2015","index","100.64","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2016","2016","index","101.26","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2017","2017","index","101.64","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2018","2018","index","102.09","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","982","Milk, whole fresh sheep","2019","2019","index","103.49","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2000","2000","index","174.18","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2001","2001","index","202.32","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2002","2002","index","131.6","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2003","2003","index","164.06","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2004","2004","index","165.88","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2005","2005","index","157.45","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2006","2006","index","173.69","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2007","2007","index","155.54","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2008","2008","index","163.03","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2009","2009","index","137.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2010","2010","index","146.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2011","2011","index","131.13","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2012","2012","index","134.82","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2013","2013","index","128.01","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2014","2014","index","98.14","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2015","2015","index","94.5","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2016","2016","index","107.36","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2017","2017","index","87.48","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2018","2018","index","77.92","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","339","Oilseeds nes","2019","2019","index","51.42","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2000","2000","index","102.68","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2001","2001","index","73","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2002","2002","index","87.13","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2003","2003","index","65.42","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2004","2004","index","104.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2005","2005","index","124.01","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2006","2006","index","130.76","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2007","2007","index","117.82","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2008","2008","index","91.07","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2009","2009","index","110.83","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2010","2010","index","100.34","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2011","2011","index","122.61","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2012","2012","index","97.73","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2013","2013","index","114.43","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2014","2014","index","113.95","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2015","2015","index","89.87","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2016","2016","index","96.18","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2017","2017","index","110.85","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2018","2018","index","116.81","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","270","Rapeseed","2019","2019","index","126.96","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2000","2000","index","377.37","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2001","2001","index","287.72","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2002","2002","index","322.11","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2003","2003","index","245.89","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2004","2004","index","182.85","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2005","2005","index","231.62","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2006","2006","index","300.33","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2007","2007","index","310.58","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2008","2008","index","286.94","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2009","2009","index","237.9","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2010","2010","index","221.81","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2011","2011","index","183.7","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2012","2012","index","175.4","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2013","2013","index","130.3","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2014","2014","index","133.55","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2015","2015","index","105.18","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2016","2016","index","61.27","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2017","2017","index","107.4","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2018","2018","index","62.58","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","280","Safflower seed","2019","2019","index","27.61","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2000","2000","index","36.86","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2001","2001","index","37.52","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2002","2002","index","31.82","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2003","2003","index","49.83","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2004","2004","index","58.67","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2005","2005","index","65.03","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2006","2006","index","78.34","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2007","2007","index","88.25","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2008","2008","index","74.85","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2009","2009","index","79.58","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2010","2010","index","109.27","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2011","2011","index","116.48","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2012","2012","index","109.06","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2013","2013","index","112.13","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2014","2014","index","108.36","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2015","2015","index","92.41","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2016","2016","index","99.23","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2017","2017","index","98.85","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2018","2018","index","82.28","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","328","Seed cotton","2019","2019","index","103.09","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2000","2000","index","79.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2001","2001","index","105.16","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2002","2002","index","65.39","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2003","2003","index","113.99","Fc","Calculated data"
"QI","Production Indices","100","India","434","Gross per capita Production Index Number (2014-2016 = 100)","289","Sesame seed","2004","2004","index","96.67","Fc","Calculated data"
